"ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US (USW00026451)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2/17/1980,,26,10,0,0,1
2/18/1980,,27,12,0,0,1
2/19/1980,,24,6,0,0,1
2/20/1980,,24,10,0,0,1
2/21/1980,,29,20,0,0,1
2/22/1980,,34,20,0.22,4.6,5
2/23/1980,,46,29,0.04,0.4,5
2/24/1980,,34,23,0,0,4
2/25/1980,,31,24,0,0,4
2/26/1980,,34,15,0,0,2
2/27/1980,,36,28,0,0,1
2/28/1980,,36,25,0,0,1
2/29/1980,,35,17,0,0,1
3/1/1980,,35,12,0,0,1
3/2/1980,,33,25,0,0,1
3/3/1980,,33,28,0,0,1
3/4/1980,,35,25,0,0,1
3/5/1980,,38,28,0,0,1
3/6/1980,,36,28,0,0,0
3/7/1980,,35,31,0,0,0
3/8/1980,,35,30,0.09,1.1,0
3/9/1980,,33,15,0,0,2
3/10/1980,,31,9,0,0,2
3/11/1980,,29,12,0,0,2
3/12/1980,,29,7,0,0,2
3/13/1980,,27,9,0,0,2
3/14/1980,,20,7,0,0,1
3/15/1980,,20,4,0,0,1
3/16/1980,,23,3,0,0,1
3/17/1980,,25,2,0.01,0.1,1
3/18/1980,,29,17,0.05,0.7,2
3/19/1980,,32,11,0,0,2
3/20/1980,,37,14,0.01,0.2,2
3/21/1980,,42,31,0.06,0.6,2
3/22/1980,,37,26,0,0,1
3/23/1980,,37,22,0,0,1
3/24/1980,,37,28,0,0,1
3/25/1980,,41,26,0,0,0
3/26/1980,,42,28,0,0,0
3/27/1980,,38,28,0,0,0
3/28/1980,,38,28,0,0,0
3/29/1980,,40,27,0.03,0.3,0
3/30/1980,,41,33,0.04,0.4,0
3/31/1980,,47,38,0.01,0,0
4/1/1980,,46,33,0.01,0,0
4/2/1980,,44,30,0,0,0
4/3/1980,,44,29,0,0,0
4/4/1980,,46,31,0,0,0
4/5/1980,,50,32,0,0,0
4/6/1980,,50,31,0,0,0
4/7/1980,,43,30,0,0,0
4/8/1980,,47,31,0,0,0
4/9/1980,,48,27,0,0,0
4/10/1980,,48,28,0,0,0
4/11/1980,,46,31,0.01,0,0
4/12/1980,,47,33,0.12,0.8,0
4/13/1980,,45,29,0,0,0
4/14/1980,,42,28,0,0,0
4/15/1980,,45,23,0,0,0
4/16/1980,,47,30,0,0,0
4/17/1980,,49,26,0,0,0
4/18/1980,,51,29,0,0,0
4/19/1980,,49,27,0,0,0
4/20/1980,,49,34,0,0,0
4/21/1980,,48,34,0,0,0
4/22/1980,,45,35,0.01,0,0
4/23/1980,,45,33,0.03,0,0
4/24/1980,,50,31,0,0,0
4/25/1980,,51,33,0,0,0
4/26/1980,,51,35,0.01,0,0
4/27/1980,,51,33,0,0,0
4/28/1980,,51,36,0,0,0
4/29/1980,,50,31,0,0,0
4/30/1980,,51,37,0,0,0
5/1/1980,,51,35,0.01,0,0
5/2/1980,,51,40,0,0,0
5/3/1980,,51,39,0,0,0
5/4/1980,,55,30,0,0,0
5/5/1980,,55,31,0,0,0
5/6/1980,,51,43,0.01,0,0
5/7/1980,,51,40,0,0,0
5/8/1980,,53,41,0,0,0
5/9/1980,,54,36,0,0,0
5/10/1980,,52,42,0,0,0
5/11/1980,,53,34,0,0,0
5/12/1980,,56,33,0,0,0
5/13/1980,,53,40,0,0,0
5/14/1980,,50,41,0.01,0,0
5/15/1980,,54,36,0,0,0
5/16/1980,,52,40,0,0,0
5/17/1980,,50,40,0,0,0
5/18/1980,,49,40,0.13,0,0
5/19/1980,,56,36,0,0,0
5/20/1980,,53,43,0.04,0,0
5/21/1980,,46,40,0.08,0,0
5/22/1980,,51,39,0,0,0
5/23/1980,,53,35,0,0,0
5/24/1980,,48,42,0.04,0,0
5/25/1980,,58,42,0,0,0
5/26/1980,,51,42,0.04,0,0
5/27/1980,,51,41,0.09,0,0
5/28/1980,,54,44,0,0,0
5/29/1980,,54,44,0.26,0,0
5/30/1980,,50,42,0.97,0,0
5/31/1980,,56,43,0,0,0
6/1/1980,,59,44,0,0,0
6/2/1980,,57,43,0.01,0,0
6/3/1980,,62,42,0,0,0
6/4/1980,,66,50,0,0,0
6/5/1980,,65,51,0,0,0
6/6/1980,,66,53,0,0,0
6/7/1980,,59,48,0,0,0
6/8/1980,,63,47,0,0,0
6/9/1980,,56,40,0,0,0
6/10/1980,,62,49,0.01,0,0
6/11/1980,,51,46,0.38,0,0
6/12/1980,,56,43,0.02,0,0
6/13/1980,,62,42,0,0,0
6/14/1980,,61,50,0,0,0
6/15/1980,,62,48,0,0,0
6/16/1980,,63,48,0,0,0
6/17/1980,,52,45,0.54,0,0
6/18/1980,,51,45,0.29,0,0
6/19/1980,,60,47,0.02,0,0
6/20/1980,,50,44,0.44,0,0
6/21/1980,,58,45,0,0,0
6/22/1980,,65,45,0,0,0
6/23/1980,,63,52,0,0,0
6/24/1980,,62,51,0.11,0,0
6/25/1980,,56,50,0.38,0,0
6/26/1980,,66,50,0,0,0
6/27/1980,,63,53,0.02,0,0
6/28/1980,,55,47,0.08,0,0
6/29/1980,,56,46,0.1,0,0
6/30/1980,,55,47,0.33,0,0
7/1/1980,,59,47,0,0,0
7/2/1980,,62,42,0,0,0
7/3/1980,,57,47,0.09,0,0
7/4/1980,,64,44,0,0,0
7/5/1980,,62,47,0.09,0,0
7/6/1980,,61,52,0.18,0,0
7/7/1980,,58,50,0.11,0,0
7/8/1980,,59,51,0,0,0
7/9/1980,,59,47,0,0,0
7/10/1980,,59,48,0,0,0
7/11/1980,,64,52,0.13,0,0
7/12/1980,,61,53,0.24,0,0
7/13/1980,,62,48,0,0,0
7/14/1980,,68,46,0,0,0
7/15/1980,,60,52,0.27,0,0
7/16/1980,,62,52,0.01,0,0
7/17/1980,,67,52,0.01,0,0
7/18/1980,,69,51,0,0,0
7/19/1980,,69,53,0,0,0
7/20/1980,,75,50,0,0,0
7/21/1980,,68,54,0,0,0
7/22/1980,,65,49,0,0,0
7/23/1980,,74,53,0,0,0
7/24/1980,,61,54,0,0,0
7/25/1980,,60,56,0,0,0
7/26/1980,,70,56,0,0,0
7/27/1980,,61,55,0.48,0,0
7/28/1980,,64,55,0.04,0,0
7/29/1980,,57,51,0.35,0,0
7/30/1980,,65,49,0,0,0
7/31/1980,,64,54,0.27,0,0
8/1/1980,,67,52,0.02,0,0
8/2/1980,,61,52,0.24,0,0
8/3/1980,,63,48,0,0,0
8/4/1980,,66,45,0,0,0
8/5/1980,,68,48,0,0,0
8/6/1980,,61,55,0.01,0,0
8/7/1980,,57,51,0.7,0,0
8/8/1980,,60,51,0.04,0,0
8/9/1980,,64,53,0.05,0,0
8/10/1980,,62,55,0.22,0,0
8/11/1980,,68,53,0,0,0
8/12/1980,,56,50,0.11,0,0
8/13/1980,,60,49,0.01,0,0
8/14/1980,,60,42,0,0,0
8/15/1980,,58,49,0.39,0,0
8/16/1980,,55,48,0.37,0,0
8/17/1980,,60,46,0.36,0,0
8/18/1980,,57,52,0.01,0,0
8/19/1980,,60,50,0,0,0
8/20/1980,,60,49,0.01,0,0
8/21/1980,,51,46,0.24,0,0
8/22/1980,,57,44,0,0,0
8/23/1980,,66,41,0,0,0
8/24/1980,,66,39,0,0,0
8/25/1980,,66,42,0,0,0
8/26/1980,,63,40,0,0,0
8/27/1980,,58,43,0.07,0,0
8/28/1980,,58,48,0.09,0,0
8/29/1980,,60,48,0,0,0
8/30/1980,,63,41,0.08,0,0
8/31/1980,,62,48,0.04,0,0
9/1/1980,,57,38,0,0,0
9/2/1980,,51,30,0,0,0
9/3/1980,,50,35,0,0,0
9/4/1980,,52,29,0,0,0
9/5/1980,,55,32,0,0,0
9/6/1980,,57,35,0,0,0
9/7/1980,,54,41,0,0,0
9/8/1980,,58,44,0.01,0,0
9/9/1980,,57,44,0,0,0
9/10/1980,,58,33,0,0,0
9/11/1980,,60,32,0,0,0
9/12/1980,,48,37,0.11,0,0
9/13/1980,,52,44,0.39,0,0
9/14/1980,,58,48,0.34,0,0
9/15/1980,,56,51,0.45,0,0
9/16/1980,,58,42,0.02,0,0
9/17/1980,,56,40,0,0,0
9/18/1980,,58,42,0,0,0
9/19/1980,,58,33,0,0,0
9/20/1980,,51,33,0.04,0,0
9/21/1980,,50,44,0.24,0,0
9/22/1980,,51,44,0.23,0,0
9/23/1980,,53,42,0.1,0,0
9/24/1980,,52,43,0.11,0,0
9/25/1980,,50,38,0.05,0,0
9/26/1980,,52,44,0.01,0,0
9/27/1980,,57,38,0,0,0
9/28/1980,,49,35,0,0,0
9/29/1980,,55,41,0.03,0,0
9/30/1980,,53,43,0.4,0,0
10/1/1980,,51,42,0.02,0,0
10/2/1980,,50,37,0.28,0,0
10/3/1980,,48,30,0,0,0
10/4/1980,,47,30,0,0,0
10/5/1980,,42,38,0.15,0,0
10/6/1980,,44,38,0,0,0
10/7/1980,,46,33,0.81,0.4,0
10/8/1980,,34,30,0.68,5.5,2
10/9/1980,,35,28,0.22,1.8,4
10/10/1980,,33,27,0.11,1.8,8
10/11/1980,,34,26,0.01,0,7
10/12/1980,,37,21,0,0,6
10/13/1980,,34,20,0,0,4
10/14/1980,,44,33,0,0,4
10/15/1980,,47,36,0.13,0,0
10/16/1980,,48,32,0,0,0
10/17/1980,,39,31,0,0,0
10/18/1980,,45,34,0,0,0
10/19/1980,,49,38,0,0,0
10/20/1980,,45,32,0.06,0,0
10/21/1980,,46,35,0,0,0
10/22/1980,,51,33,0,0,0
10/23/1980,,44,35,0,0,0
10/24/1980,,54,39,0,0,0
10/25/1980,,48,35,0.15,0,0
10/26/1980,,43,31,0,0,0
10/27/1980,,40,32,0,0,0
10/28/1980,,37,33,0.33,0.1,0
10/29/1980,,37,33,0.1,0.6,0
10/30/1980,,35,24,0,0,0
10/31/1980,,32,19,0,0,0
11/1/1980,,31,15,0,0,0
11/2/1980,,29,17,0,0,0
11/3/1980,,35,28,0,0,0
11/4/1980,,37,31,0.03,0,0
11/5/1980,,38,30,0,0,0
11/6/1980,,36,31,0,0,0
11/7/1980,,34,31,0,0,0
11/8/1980,,33,24,0,0,0
11/9/1980,,24,11,0,0,0
11/10/1980,,28,16,0,0,0
11/11/1980,,32,25,0,0,0
11/12/1980,,34,29,0,0,0
11/13/1980,,37,28,0.22,0,0
11/14/1980,,33,21,0.01,0.3,0
11/15/1980,,39,27,0,0,0
11/16/1980,,36,28,0.16,2.8,1
11/17/1980,,33,23,0.01,0.1,2
11/18/1980,,34,21,0,0,2
11/19/1980,,36,23,0,0,2
11/20/1980,,33,19,0,0,1
11/21/1980,,29,22,0.01,0.2,1
11/22/1980,,34,27,0,0,1
11/23/1980,,31,24,0,0,1
11/24/1980,,38,28,0.01,0.2,1
11/25/1980,,33,26,0.03,0.3,1
11/26/1980,,32,23,0,0,1
11/27/1980,,32,26,0,0,1
11/28/1980,,30,22,0.01,0.3,1
11/29/1980,,23,5,0,0,1
11/30/1980,,17,3,0,0,1
12/1/1980,,17,2,0,0,1
12/2/1980,,13,3,0,0,1
12/3/1980,,13,3,0,0,1
12/4/1980,,13,3,0,0,1
12/5/1980,,12,,0,0,1
12/6/1980,,15,5,0,0,1
12/7/1980,,18,,0,0,1
12/8/1980,,16,-3,0,0,1
12/9/1980,,10,-5,0,0,1
12/10/1980,,7,-11,0,0,1
12/11/1980,,2,-12,0,0,1
12/12/1980,,-7,-13,0,0,1
12/13/1980,,1,-17,0,0,1
12/14/1980,,2,-15,0,0,1
12/15/1980,,-4,-19,0,0,1
12/16/1980,,-8,-19,0,0,1
12/17/1980,,-9,-23,0,0,1
12/18/1980,,-6,-20,0,0,1
12/19/1980,,,-15,0,0,1
12/20/1980,,,-12,0,0,1
12/21/1980,,-2,-13,0,0,1
12/22/1980,,1,-9,0,0,1
12/23/1980,,2,-8,0,0,1
12/24/1980,,10,-9,0,0,1
12/25/1980,,14,-3,0,0,1
12/26/1980,,16,-8,0,0,1
12/27/1980,,7,-13,0,0,1
12/28/1980,,7,-3,0,0,1
12/29/1980,,17,-2,0.02,0.4,1
12/30/1980,,24,16,0.07,1,2
12/31/1980,,43,24,0.32,0,2
1/1/1981,,44,32,0,0,1
1/2/1981,,44,22,0,0,1
1/3/1981,,28,23,0,0,0
1/4/1981,,37,22,0,0,0
1/5/1981,,33,19,0,0,0
1/6/1981,,32,23,0,0,0
1/7/1981,,41,29,0.01,0,0
1/8/1981,,41,27,0,0,0
1/9/1981,,40,25,0.02,0,0
1/10/1981,,37,27,0,0,0
1/11/1981,,33,26,0,0,0
1/12/1981,,31,22,0,0,0
1/13/1981,,35,22,0.01,0,0
1/14/1981,,38,30,0.01,0,0
1/15/1981,,45,33,0.04,0,0
1/16/1981,,39,28,0.01,0,0
1/17/1981,,39,31,0.03,0,0
1/18/1981,,46,33,0.02,0,0
1/19/1981,,39,32,0.25,0,0
1/20/1981,,36,24,0,0,0
1/21/1981,,28,24,0.38,3.8,0
1/22/1981,,34,26,0,0,4
1/23/1981,,41,28,0,0,4
1/24/1981,,42,31,0,0,2
1/25/1981,,47,32,0.08,0,2
1/26/1981,,41,26,0.03,0.8,0
1/27/1981,,31,16,0.02,0.4,1
1/28/1981,,23,11,0,0,1
1/29/1981,,29,21,0,0,1
1/30/1981,,40,28,0,0,1
1/31/1981,,35,29,0.02,0,1
2/1/1981,,46,33,0.01,0,1
2/2/1981,,45,33,0.02,0,0
2/3/1981,,33,29,0.08,0.5,0
2/4/1981,,43,31,0,0,0
2/5/1981,,42,32,0.02,0,0
2/6/1981,,42,31,0.14,0,0
2/7/1981,,33,31,0.42,3,1
2/8/1981,,33,31,0.04,0,2
2/9/1981,,37,29,0.03,0,1
2/10/1981,,37,29,0.01,0,1
2/11/1981,,29,19,0,0,1
2/12/1981,,23,18,0,0,1
2/13/1981,,20,8,0,0,1
2/14/1981,,19,7,0,0,1
2/15/1981,,12,-5,0,0,1
2/16/1981,,8,1,0.01,0.1,1
2/17/1981,,10,-4,0,0,1
2/18/1981,,14,-6,0,0,1
2/19/1981,,25,14,0,0,1
2/20/1981,,32,17,0,0,1
2/21/1981,,35,10,0,0,1
2/22/1981,,24,8,0,0,1
2/23/1981,,28,19,0.02,0.3,1
2/24/1981,,26,21,0.1,1.6,1
2/25/1981,,35,24,0,0,3
2/26/1981,,33,23,0.03,0.5,3
2/27/1981,,38,30,0.04,0.6,3
2/28/1981,,41,29,0,0,3
3/1/1981,,37,29,0.17,3,2
3/2/1981,,37,26,0.03,0.8,6
3/3/1981,,33,22,0.01,0.1,5
3/4/1981,,32,18,0,0,5
3/5/1981,,40,23,0,0,4
3/6/1981,,41,24,0,0,4
3/7/1981,,38,20,0,0,4
3/8/1981,,38,23,0,0,4
3/9/1981,,43,25,0,0,4
3/10/1981,,43,27,0,0,3
3/11/1981,,45,33,0.01,0,2
3/12/1981,,42,31,0,0,0
3/13/1981,,44,29,0,0,0
3/14/1981,,41,29,0,0,0
3/15/1981,,45,28,0,0,0
3/16/1981,,37,27,0,0,0
3/17/1981,,44,31,0,0,0
3/18/1981,,47,36,0,0,0
3/19/1981,,43,30,0.03,0,0
3/20/1981,,46,30,0,0,0
3/21/1981,,45,26,0,0,0
3/22/1981,,40,25,0,0,0
3/23/1981,,38,24,0,0,0
3/24/1981,,46,28,0,0,0
3/25/1981,,44,24,0,0,0
3/26/1981,,40,32,0.11,0,0
3/27/1981,,44,33,0.03,0,0
3/28/1981,,40,27,0,0,0
3/29/1981,,45,26,0,0,0
3/30/1981,,44,29,0,0,0
3/31/1981,,40,30,0.02,0.5,0
4/1/1981,,35,29,0.19,1.1,1
4/2/1981,,40,25,0,0,1
4/3/1981,,38,23,0,0,0
4/4/1981,,38,23,0,0,0
4/5/1981,,38,21,0,0,0
4/6/1981,,38,25,0,0,0
4/7/1981,,40,26,0,0,0
4/8/1981,,43,21,0,0,0
4/9/1981,,45,26,0,0,0
4/10/1981,,44,25,0,0,0
4/11/1981,,44,24,0,0,0
4/12/1981,,43,22,0,0,0
4/13/1981,,41,27,0,0,0
4/14/1981,,37,25,0,0,0
4/15/1981,,39,24,0,0,0
4/16/1981,,39,22,0,0,0
4/17/1981,,44,24,0,0,0
4/18/1981,,45,25,0,0,0
4/19/1981,,47,32,0,0,0
4/20/1981,,51,33,0,0,0
4/21/1981,,52,26,0,0,0
4/22/1981,,52,30,0,0,0
4/23/1981,,52,33,0,0,0
4/24/1981,,52,32,0,0,0
4/25/1981,,51,29,0,0,0
4/26/1981,,52,30,0,0,0
4/27/1981,,51,28,0,0,0
4/28/1981,,53,29,0,0,0
4/29/1981,,55,38,0,0,0
4/30/1981,,53,31,0,0,0
5/1/1981,,46,34,0.37,0,0
5/2/1981,,51,34,0,0,0
5/3/1981,,52,34,0,0,0
5/4/1981,,51,39,0,0,0
5/5/1981,,56,38,0,0,0
5/6/1981,,59,37,0,0,0
5/7/1981,,67,36,0,0,0
5/8/1981,,71,40,0,0,0
5/9/1981,,63,39,0,0,0
5/10/1981,,57,37,0,0,0
5/11/1981,,55,40,0,0,0
5/12/1981,,58,42,0,0,0
5/13/1981,,60,47,0,0,0
5/14/1981,,59,44,0,0,0
5/15/1981,,61,40,0,0,0
5/16/1981,,64,44,0,0,0
5/17/1981,,60,46,0.02,0,0
5/18/1981,,60,46,0.21,0,0
5/19/1981,,54,45,0.02,0,0
5/20/1981,,54,42,0.02,0,0
5/21/1981,,57,41,0,0,0
5/22/1981,,58,40,0,0,0
5/23/1981,,61,43,0,0,0
5/24/1981,,57,43,0.03,0,0
5/25/1981,,65,43,0,0,0
5/26/1981,,70,45,0,0,0
5/27/1981,,58,47,0.13,0,0
5/28/1981,,61,44,0,0,0
5/29/1981,,73,45,0.01,0,0
5/30/1981,,66,53,0,0,0
5/31/1981,,61,48,0,0,0
6/1/1981,,58,43,0,0,0
6/2/1981,,59,45,0,0,0
6/3/1981,,58,39,0,0,0
6/4/1981,,59,48,0,0,0
6/5/1981,,59,44,0,0,0
6/6/1981,,61,44,0,0,0
6/7/1981,,57,46,0,0,0
6/8/1981,,51,45,0.21,0,0
6/9/1981,,58,40,0,0,0
6/10/1981,,59,39,0,0,0
6/11/1981,,61,46,0,0,0
6/12/1981,,62,39,0,0,0
6/13/1981,,60,40,0,0,0
6/14/1981,,65,46,0,0,0
6/15/1981,,59,51,0,0,0
6/16/1981,,66,52,0,0,0
6/17/1981,,68,45,0,0,0
6/18/1981,,66,50,0,0,0
6/19/1981,,70,50,0,0,0
6/20/1981,,73,47,0,0,0
6/21/1981,,61,53,0,0,0
6/22/1981,,64,50,0,0,0
6/23/1981,,68,47,0,0,0
6/24/1981,,63,47,0,0,0
6/25/1981,,63,50,0,0,0
6/26/1981,,56,52,0,0,0
6/27/1981,,61,50,0.33,0,0
6/28/1981,,56,48,0.18,0,0
6/29/1981,,56,43,0.11,0,0
6/30/1981,,61,50,0,0,0
7/1/1981,,57,45,0,0,0
7/2/1981,,62,46,0,0,0
7/3/1981,,64,50,0,0,0
7/4/1981,,65,52,0,0,0
7/5/1981,,67,51,0,0,0
7/6/1981,,66,53,0,0,0
7/7/1981,,66,54,0,0,0
7/8/1981,,63,54,0,0,0
7/9/1981,,62,53,0.11,0,0
7/10/1981,,58,51,0.62,0,0
7/11/1981,,64,51,0.18,0,0
7/12/1981,,63,52,0.01,0,0
7/13/1981,,62,52,0.03,0,0
7/14/1981,,58,52,0.26,0,0
7/15/1981,,59,52,1,0,0
7/16/1981,,64,54,0.27,0,0
7/17/1981,,61,55,0.08,0,0
7/18/1981,,64,53,0.21,0,0
7/19/1981,,59,54,0.39,0,0
7/20/1981,,57,54,0.08,0,0
7/21/1981,,64,52,0.01,0,0
7/22/1981,,64,52,0,0,0
7/23/1981,,61,54,0.29,0,0
7/24/1981,,60,54,0.23,0,0
7/25/1981,,62,54,0.51,0,0
7/26/1981,,65,51,0,0,0
7/27/1981,,64,46,0,0,0
7/28/1981,,58,51,0.11,0,0
7/29/1981,,65,55,0,0,0
7/30/1981,,67,55,0,0,0
7/31/1981,,69,54,0,0,0
8/1/1981,,60,54,0.42,0,0
8/2/1981,,64,52,0.25,0,0
8/3/1981,,69,53,0,0,0
8/4/1981,,69,52,0,0,0
8/5/1981,,61,51,0.06,0,0
8/6/1981,,63,52,0.14,0,0
8/7/1981,,60,51,0.66,0,0
8/8/1981,,64,54,0,0,0
8/9/1981,,62,53,0.14,0,0
8/10/1981,,60,53,0.01,0,0
8/11/1981,,59,50,0.34,0,0
8/12/1981,,55,50,0.89,0,0
8/13/1981,,58,50,0.14,0,0
8/14/1981,,58,49,0.12,0,0
8/15/1981,,56,48,0.96,0,0
8/16/1981,,59,44,0,0,0
8/17/1981,,54,38,0.03,0,0
8/18/1981,,58,47,0.03,0,0
8/19/1981,,57,44,0.64,0,0
8/20/1981,,53,46,0.13,0,0
8/21/1981,,60,45,0,0,0
8/22/1981,,56,50,0,0,0
8/23/1981,,63,44,0,0,0
8/24/1981,,60,44,0,0,0
8/25/1981,,66,51,0,0,0
8/26/1981,,74,49,0,0,0
8/27/1981,,64,50,0,0,0
8/28/1981,,60,46,0,0,0
8/29/1981,,56,51,0,0,0
8/30/1981,,57,52,0,0,0
8/31/1981,,58,51,0,0,0
9/1/1981,,64,49,0,0,0
9/2/1981,,63,50,0,0,0
9/3/1981,,62,49,0,0,0
9/4/1981,,56,49,0.08,0,0
9/5/1981,,61,47,0.08,0,0
9/6/1981,,58,48,0.14,0,0
9/7/1981,,61,46,0.04,0,0
9/8/1981,,62,43,0,0,0
9/9/1981,,60,41,0,0,0
9/10/1981,,60,47,0.09,0,0
9/11/1981,,59,44,0.27,0,0
9/12/1981,,54,43,0.1,0,0
9/13/1981,,56,39,0.03,0,0
9/14/1981,,57,39,0,0,0
9/15/1981,,61,45,0.27,0,0
9/16/1981,,52,46,0.04,0,0
9/17/1981,,59,45,0.15,0,0
9/18/1981,,53,45,0.03,0,0
9/19/1981,,55,45,0.01,0,0
9/20/1981,,56,40,0,0,0
9/21/1981,,52,38,0,0,0
9/22/1981,,50,34,0,0,0
9/23/1981,,54,38,0,0,0
9/24/1981,,49,32,0.82,1.5,0
9/25/1981,,48,31,0,0,0
9/26/1981,,45,27,0,0,0
9/27/1981,,45,29,0,0,0
9/28/1981,,46,27,0,0,0
9/29/1981,,48,32,0,0,0
9/30/1981,,48,29,0,0,0
10/1/1981,,50,29,0,0,0
10/2/1981,,45,27,0,0,0
10/3/1981,,43,25,0,0,0
10/4/1981,,40,32,0.44,4.5,1
10/5/1981,,41,32,0,0,1
10/6/1981,,39,33,0,0,0
10/7/1981,,43,27,0,0,0
10/8/1981,,40,23,0,0,0
10/9/1981,,41,27,0,0,0
10/10/1981,,43,24,0,0,0
10/11/1981,,40,35,0.38,0,0
10/12/1981,,41,36,0.78,0,0
10/13/1981,,45,39,0.3,0,0
10/14/1981,,44,40,0.04,0,0
10/15/1981,,42,36,0.09,0,0
10/16/1981,,42,32,0.06,0,0
10/17/1981,,43,32,0.05,0,0
10/18/1981,,43,34,0.03,0,0
10/19/1981,,38,24,0,0,0
10/20/1981,,37,32,0.04,0,0
10/21/1981,,45,36,0.72,0,0
10/22/1981,,47,39,0.09,0,0
10/23/1981,,51,41,0.35,0,0
10/24/1981,,50,38,0,0,0
10/25/1981,,38,30,0,0,0
10/26/1981,,33,26,0,0,0
10/27/1981,,33,26,0,0.3,0
10/28/1981,,34,27,0.01,0.1,0
10/29/1981,,33,28,0,0,0
10/30/1981,,35,28,0.11,1.4,0
10/31/1981,,31,21,0,0,1
11/1/1981,,31,13,0,0,1
11/2/1981,,25,19,0.17,3.1,3
11/3/1981,,21,4,0.02,0.2,4
11/4/1981,,25,18,0.1,1.6,5
11/5/1981,,20,10,0.03,0.5,7
11/6/1981,,18,3,0.01,0.2,6
11/7/1981,,29,15,0,0,6
11/8/1981,,33,24,0,0,6
11/9/1981,,37,24,0.03,0,6
11/10/1981,,51,34,0.77,0,1
11/11/1981,,43,33,0,0,0
11/12/1981,,40,29,0,0,0
11/13/1981,,33,27,0,0,0
11/14/1981,,30,14,0,0,0
11/15/1981,,26,9,0,0,0
11/16/1981,,22,7,0,0,0
11/17/1981,,19,5,0,0,0
11/18/1981,,19,3,0,0,0
11/19/1981,,18,2,0,0,0
11/20/1981,,16,,0,0,0
11/21/1981,,16,-1,0,0,0
11/22/1981,,19,16,0.31,7.1,0
11/23/1981,,20,6,0.1,1.6,8
11/24/1981,,35,15,0.13,3.2,11
11/25/1981,,36,19,0,0,9
11/26/1981,,38,22,0.02,0.1,9
11/27/1981,,33,28,0.16,2.4,10
11/28/1981,,33,24,0,0,10
11/29/1981,,27,17,0,0,10
11/30/1981,,32,22,0,0,10
12/1/1981,,31,23,0.03,0.8,8
12/2/1981,,25,17,0.04,0.4,7
12/3/1981,,22,15,0.01,0.3,8
12/4/1981,,19,13,0.09,1.9,7
12/5/1981,,18,10,0.02,0.7,9
12/6/1981,,14,2,0.02,0.4,9
12/7/1981,,8,-4,0,0,9
12/8/1981,,12,-5,0,0,8
12/9/1981,,15,-2,0,0,8
12/10/1981,,14,1,0,0,8
12/11/1981,,21,6,0.01,0.2,8
12/12/1981,,29,21,0,0,8
12/13/1981,,30,21,0,0,8
12/14/1981,,26,15,0,0,8
12/15/1981,,25,21,0,0,8
12/16/1981,,38,23,0,0,7
12/17/1981,,39,27,0.04,0,6
12/18/1981,,42,32,0,0,5
12/19/1981,,37,19,0,0,5
12/20/1981,,24,18,0,0.1,5
12/21/1981,,23,15,0,0,5
12/22/1981,,23,14,0,0,5
12/23/1981,,29,23,0.02,0.4,5
